benchmark_id,scenario,state_access_profile,profile_id,expected_success,call_succeeded,scenario_status_ok,harness_call_gas,internal_create_gas,return_hash,observer_hash,log_hash
counter,increment,cold,solar-gas-200,True,True,True,909,78955,0x8a35acfbc15ff81a39ae7d344fd709f28e8600b4aa8c65c6b64bfe7fe36bd19b,0x0454a7c114143cf11fcb196b6997f4a0d00afd7e87b66d86ccf0d06a2250b215,0x0000000000000000000000000000000000000000000000000000000000000000
counter,increment,cold,solar-size-1,True,True,True,909,78955,0x8a35acfbc15ff81a39ae7d344fd709f28e8600b4aa8c65c6b64bfe7fe36bd19b,0x0454a7c114143cf11fcb196b6997f4a0d00afd7e87b66d86ccf0d06a2250b215,0x0000000000000000000000000000000000000000000000000000000000000000
counter,increment,cold,solc-0.8.36-legacy-200,True,True,True,1070,102442,0x8a35acfbc15ff81a39ae7d344fd709f28e8600b4aa8c65c6b64bfe7fe36bd19b,0x0454a7c114143cf11fcb196b6997f4a0d00afd7e87b66d86ccf0d06a2250b215,0x0000000000000000000000000000000000000000000000000000000000000000
counter,increment,cold,solc-0.8.36-viair-200,True,True,True,888,99059,0x8a35acfbc15ff81a39ae7d344fd709f28e8600b4aa8c65c6b64bfe7fe36bd19b,0x0454a7c114143cf11fcb196b6997f4a0d00afd7e87b66d86ccf0d06a2250b215,0x0000000000000000000000000000000000000000000000000000000000000000
counter,read_initial,cold,solar-gas-200,True,True,True,628,78955,0xc2575a0e9e593c00f959f8c92f12db2869c3395a3b0502d05e2516446f71f85b,0x191ff39456ff7cc9abe1b9e386eb9f69c43a1e8bb616d69451535cfc2ea0b4db,0x0000000000000000000000000000000000000000000000000000000000000000
counter,read_initial,cold,solar-size-1,True,True,True,628,78955,0xc2575a0e9e593c00f959f8c92f12db2869c3395a3b0502d05e2516446f71f85b,0x191ff39456ff7cc9abe1b9e386eb9f69c43a1e8bb616d69451535cfc2ea0b4db,0x0000000000000000000000000000000000000000000000000000000000000000
counter,read_initial,cold,solc-0.8.36-legacy-200,True,True,True,709,102442,0xc2575a0e9e593c00f959f8c92f12db2869c3395a3b0502d05e2516446f71f85b,0x191ff39456ff7cc9abe1b9e386eb9f69c43a1e8bb616d69451535cfc2ea0b4db,0x0000000000000000000000000000000000000000000000000000000000000000
counter,read_initial,cold,solc-0.8.36-viair-200,True,True,True,697,99059,0xc2575a0e9e593c00f959f8c92f12db2869c3395a3b0502d05e2516446f71f85b,0x191ff39456ff7cc9abe1b9e386eb9f69c43a1e8bb616d69451535cfc2ea0b4db,0x0000000000000000000000000000000000000000000000000000000000000000
counter,reset,mixed,solar-gas-200,True,True,True,810,78955,0x290decd9548b62a8d60345a988386fc84ba6bc95484008f6362f93160ef3e563,0x14d1565e4ab56f22d4f1ea0ef735a6057623e3287b37b333b459d4d319835e8f,0x0000000000000000000000000000000000000000000000000000000000000000
counter,reset,mixed,solar-size-1,True,True,True,810,78955,0x290decd9548b62a8d60345a988386fc84ba6bc95484008f6362f93160ef3e563,0x14d1565e4ab56f22d4f1ea0ef735a6057623e3287b37b333b459d4d319835e8f,0x0000000000000000000000000000000000000000000000000000000000000000
counter,reset,mixed,solc-0.8.36-legacy-200,True,True,True,779,102442,0x290decd9548b62a8d60345a988386fc84ba6bc95484008f6362f93160ef3e563,0x14d1565e4ab56f22d4f1ea0ef735a6057623e3287b37b333b459d4d319835e8f,0x0000000000000000000000000000000000000000000000000000000000000000
counter,reset,mixed,solc-0.8.36-viair-200,True,True,True,771,99059,0x290decd9548b62a8d60345a988386fc84ba6bc95484008f6362f93160ef3e563,0x14d1565e4ab56f22d4f1ea0ef735a6057623e3287b37b333b459d4d319835e8f,0x0000000000000000000000000000000000000000000000000000000000000000
create2_address_hashing,init_code_hash,cold,solar-gas-200,True,True,True,656,94799,0x607bca8f7c1c56da874da29cd62c3769b9880d38a258a91fc6dd1cfb6b4d1a8e,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
create2_address_hashing,init_code_hash,cold,solar-size-1,True,True,True,656,94799,0x607bca8f7c1c56da874da29cd62c3769b9880d38a258a91fc6dd1cfb6b4d1a8e,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
create2_address_hashing,init_code_hash,cold,solc-0.8.36-legacy-200,True,True,True,860,141468,0x607bca8f7c1c56da874da29cd62c3769b9880d38a258a91fc6dd1cfb6b4d1a8e,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
create2_address_hashing,init_code_hash,cold,solc-0.8.36-viair-200,True,True,True,851,128065,0x607bca8f7c1c56da874da29cd62c3769b9880d38a258a91fc6dd1cfb6b4d1a8e,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000
create2_address_hashing,read_value,mixed,solar-gas-200,True,True,True,779,94799,0xa66cc928b5edb82af9bd49922954155ab7b0942694bea4ce44661d9a8736c688,0x4517d756f66cbdda0c92cf2b3e4d90c86ed453945473d7197962f3ddf238ce03,0x0000000000000000000000000000000000000000000000000000000000000000
create2_address_hashing,read_value,mixed,solar-size-1,True,True,True,779,94799,0xa66cc928b5edb82af9bd49922954155ab7b0942694bea4ce44661d9a8736c688,0x4517d756f66cbdda0c92cf2b3e4d90c86ed453945473d7197962f3ddf238ce03,0x0000000000000000000000000000000000000000000000000000000000000000
create2_address_hashing,read_value,mixed,solc-0.8.36-legacy-200,True,True,True,921,141468,0xa66cc928b5edb82af9bd49922954155ab7b0942694bea4ce44661d9a8736c688,0x4517d756f66cbdda0c92cf2b3e4d90c86ed453945473d7197962f3ddf238ce03,0x0000000000000000000000000000000000000000000000000000000000000000
create2_address_hashing,read_value,mixed,solc-0.8.36-viair-200,True,True,True,826,128065,0xa66cc928b5edb82af9bd49922954155ab7b0942694bea4ce44661d9a8736c688,0x4517d756f66cbdda0c92cf2b3e4d90c86ed453945473d7197962f3ddf238ce03,0x0000000000000000000000000000000000000000000000000000000000000000
create2_address_hashing,record_value,warm,solar-gas-200,True,True,True,22658,94799,0xa66cc928b5edb82af9bd49922954155ab7b0942694bea4ce44661d9a8736c688,0x4517d756f66cbdda0c92cf2b3e4d90c86ed453945473d7197962f3ddf238ce03,0x0000000000000000000000000000000000000000000000000000000000000000
create2_address_hashing,record_value,warm,solar-size-1,True,True,True,22658,94799,0xa66cc928b5edb82af9bd49922954155ab7b0942694bea4ce44661d9a8736c688,0x4517d756f66cbdda0c92cf2b3e4d90c86ed453945473d7197962f3ddf238ce03,0x0000000000000000000000000000000000000000000000000000000000000000
create2_address_hashing,record_value,warm,solc-0.8.36-legacy-200,True,True,True,23005,141468,0xa66cc928b5edb82af9bd49922954155ab7b0942694bea4ce44661d9a8736c688,0x4517d756f66cbdda0c92cf2b3e4d90c86ed453945473d7197962f3ddf238ce03,0x0000000000000000000000000000000000000000000000000000000000000000
create2_address_hashing,record_value,warm,solc-0.8.36-viair-200,True,True,True,22924,128065,0xa66cc928b5edb82af9bd49922954155ab7b0942694bea4ce44661d9a8736c688,0x4517d756f66cbdda0c92cf2b3e4d90c86ed453945473d7197962f3ddf238ce03,0x0000000000000000000000000000000000000000000000000000000000000000
curve_stableswap_2coin,add_imbalanced_liquidity,mixed,solar-gas-200,True,True,True,108438,4877766,0xe1540f47bd6ccfb83f65ee1567b1691a49bbd042dcc71009722e75f0bdc29192,0xfde1ef9472d3e16792a709e3d989286ee2ce5a1ef507b6cc15dbd51fb4062874,0xe2e340f8c3ac215bb50c5ab183480cc624489cf4322e0dc4993da107f81871ee
curve_stableswap_2coin,add_imbalanced_liquidity,mixed,solar-size-1,True,True,True,114120,5045146,0xe1540f47bd6ccfb83f65ee1567b1691a49bbd042dcc71009722e75f0bdc29192,0xfde1ef9472d3e16792a709e3d989286ee2ce5a1ef507b6cc15dbd51fb4062874,0xe2e340f8c3ac215bb50c5ab183480cc624489cf4322e0dc4993da107f81871ee
curve_stableswap_2coin,add_imbalanced_liquidity,mixed,solc-0.8.36-legacy-200,True,True,True,110184,5674092,0xe1540f47bd6ccfb83f65ee1567b1691a49bbd042dcc71009722e75f0bdc29192,0xfde1ef9472d3e16792a709e3d989286ee2ce5a1ef507b6cc15dbd51fb4062874,0xe2e340f8c3ac215bb50c5ab183480cc624489cf4322e0dc4993da107f81871ee
curve_stableswap_2coin,add_imbalanced_liquidity,mixed,solc-0.8.36-viair-200,True,True,True,113869,4610810,0xe1540f47bd6ccfb83f65ee1567b1691a49bbd042dcc71009722e75f0bdc29192,0xfde1ef9472d3e16792a709e3d989286ee2ce5a1ef507b6cc15dbd51fb4062874,0xe2e340f8c3ac215bb50c5ab183480cc624489cf4322e0dc4993da107f81871ee
curve_stableswap_2coin,add_imbalanced_liquidity_eight_coin,mixed,solar-gas-200,True,True,True,321408,5374914,0xc10baccf42d0d135bc360632634cb423432074b6b2b17d2755f83e72cdbcfed6,0x9eea994c79add82114237b70778d482d81b607787233403612dac1c8903b121b,0x28a1731d3c9998345b60bc67f2995044495cb4aa93cd32a477d297c29ce99630
curve_stableswap_2coin,add_imbalanced_liquidity_eight_coin,mixed,solar-size-1,True,True,True,336124,5539846,0xc10baccf42d0d135bc360632634cb423432074b6b2b17d2755f83e72cdbcfed6,0x9eea994c79add82114237b70778d482d81b607787233403612dac1c8903b121b,0x28a1731d3c9998345b60bc67f2995044495cb4aa93cd32a477d297c29ce99630
curve_stableswap_2coin,add_imbalanced_liquidity_eight_coin,mixed,solc-0.8.36-legacy-200,True,True,True,323763,6162480,0xc10baccf42d0d135bc360632634cb423432074b6b2b17d2755f83e72cdbcfed6,0x9eea994c79add82114237b70778d482d81b607787233403612dac1c8903b121b,0x28a1731d3c9998345b60bc67f2995044495cb4aa93cd32a477d297c29ce99630
curve_stableswap_2coin,add_imbalanced_liquidity_eight_coin,mixed,solc-0.8.36-viair-200,True,True,True,338808,5101053,0xc10baccf42d0d135bc360632634cb423432074b6b2b17d2755f83e72cdbcfed6,0x9eea994c79add82114237b70778d482d81b607787233403612dac1c8903b121b,0x28a1731d3c9998345b60bc67f2995044495cb4aa93cd32a477d297c29ce99630
curve_stableswap_2coin,add_initial_liquidity,cold,solar-gas-200,True,True,True,204756,4877766,0x6d50adddd4ac5a38bb984323ccae999ef3666db3ac703f5414a555deacddf660,0x90d7e3a93790945f0779002d1482231ec18871a609e51e1a843f60be6dcb4cc2,0xfd6ffdde55faf69fc41cab1b4e0d192f70b830184698574ed65a42c4940b6bb6
curve_stableswap_2coin,add_initial_liquidity,cold,solar-size-1,True,True,True,208081,5045146,0x6d50adddd4ac5a38bb984323ccae999ef3666db3ac703f5414a555deacddf660,0x90d7e3a93790945f0779002d1482231ec18871a609e51e1a843f60be6dcb4cc2,0xfd6ffdde55faf69fc41cab1b4e0d192f70b830184698574ed65a42c4940b6bb6
curve_stableswap_2coin,add_initial_liquidity,cold,solc-0.8.36-legacy-200,True,True,True,207256,5674092,0x6d50adddd4ac5a38bb984323ccae999ef3666db3ac703f5414a555deacddf660,0x90d7e3a93790945f0779002d1482231ec18871a609e51e1a843f60be6dcb4cc2,0xfd6ffdde55faf69fc41cab1b4e0d192f70b830184698574ed65a42c4940b6bb6
curve_stableswap_2coin,add_initial_liquidity,cold,solc-0.8.36-viair-200,True,True,True,209116,4610810,0x6d50adddd4ac5a38bb984323ccae999ef3666db3ac703f5414a555deacddf660,0x90d7e3a93790945f0779002d1482231ec18871a609e51e1a843f60be6dcb4cc2,0xfd6ffdde55faf69fc41cab1b4e0d192f70b830184698574ed65a42c4940b6bb6
curve_stableswap_2coin,add_initial_liquidity_after_donation,mixed,solar-gas-200,True,True,True,182855,4877766,0x1312d67175ae4cda865427ce08a5a9e39fe9a43b7ced627c385cee578933394f,0x1cd42961da0985632bea755a60e96af1991432aa90b85c674b4911c14dcfacef,0x5d9bdacbe9813f70dd70040dbeef9520423b1e0e193846df86a2f072c98441cb
curve_stableswap_2coin,add_initial_liquidity_after_donation,mixed,solar-size-1,True,True,True,186182,5045146,0x1312d67175ae4cda865427ce08a5a9e39fe9a43b7ced627c385cee578933394f,0x1cd42961da0985632bea755a60e96af1991432aa90b85c674b4911c14dcfacef,0x5d9bdacbe9813f70dd70040dbeef9520423b1e0e193846df86a2f072c98441cb
curve_stableswap_2coin,add_initial_liquidity_after_donation,mixed,solc-0.8.36-legacy-200,True,True,True,185356,5674092,0x1312d67175ae4cda865427ce08a5a9e39fe9a43b7ced627c385cee578933394f,0x1cd42961da0985632bea755a60e96af1991432aa90b85c674b4911c14dcfacef,0x5d9bdacbe9813f70dd70040dbeef9520423b1e0e193846df86a2f072c98441cb
curve_stableswap_2coin,add_initial_liquidity_after_donation,mixed,solc-0.8.36-viair-200,True,True,True,187216,4610810,0x1312d67175ae4cda865427ce08a5a9e39fe9a43b7ced627c385cee578933394f,0x1cd42961da0985632bea755a60e96af1991432aa90b85c674b4911c14dcfacef,0x5d9bdacbe9813f70dd70040dbeef9520423b1e0e193846df86a2f072c98441cb
curve_stableswap_2coin,add_initial_liquidity_three_coin,cold,solar-gas-200,True,True,True,256754,4960624,0x26b6cc58385df0a50eef6bfe69ac639e575d6e79606106dead333340d3668b89,0x9ee651866cd2e99e6c4e7cc0ca5806a26ddf9b5d7fbd7a80cf2f244de48a03c6,0x3378bb3a7d98a5ba6093130beb323d9cfb9ac4de2a2862f0be78e068aa441ceb
curve_stableswap_2coin,add_initial_liquidity_three_coin,cold,solar-size-1,True,True,True,260765,5127596,0x26b6cc58385df0a50eef6bfe69ac639e575d6e79606106dead333340d3668b89,0x9ee651866cd2e99e6c4e7cc0ca5806a26ddf9b5d7fbd7a80cf2f244de48a03c6,0x3378bb3a7d98a5ba6093130beb323d9cfb9ac4de2a2862f0be78e068aa441ceb
curve_stableswap_2coin,add_initial_liquidity_three_coin,cold,solc-0.8.36-legacy-200,True,True,True,260613,5755490,0x26b6cc58385df0a50eef6bfe69ac639e575d6e79606106dead333340d3668b89,0x9ee651866cd2e99e6c4e7cc0ca5806a26ddf9b5d7fbd7a80cf2f244de48a03c6,0x3378bb3a7d98a5ba6093130beb323d9cfb9ac4de2a2862f0be78e068aa441ceb
curve_stableswap_2coin,add_initial_liquidity_three_coin,cold,solc-0.8.36-viair-200,True,True,True,263010,4692513,0x26b6cc58385df0a50eef6bfe69ac639e575d6e79606106dead333340d3668b89,0x9ee651866cd2e99e6c4e7cc0ca5806a26ddf9b5d7fbd7a80cf2f244de48a03c6,0x3378bb3a7d98a5ba6093130beb323d9cfb9ac4de2a2862f0be78e068aa441ceb
curve_stableswap_2coin,add_liquidity_extra_amounts,mixed,solar-gas-200,True,True,True,205019,4877766,0x871805c0e1a557e2abc0e46c191527eacad600807f692d9fd010492c498c4cc2,0xadd6927b2077cd24a14e9dbd0c7d85c5651dba1488ff19f1f8fd5ec8743936dc,0x079451d17086f57b89196b4081b2c91a7dc95e0e966446394136aeaa68de2078
curve_stableswap_2coin,add_liquidity_extra_amounts,mixed,solar-size-1,True,True,True,208345,5045146,0x871805c0e1a557e2abc0e46c191527eacad600807f692d9fd010492c498c4cc2,0xadd6927b2077cd24a14e9dbd0c7d85c5651dba1488ff19f1f8fd5ec8743936dc,0x079451d17086f57b89196b4081b2c91a7dc95e0e966446394136aeaa68de2078
curve_stableswap_2coin,add_liquidity_extra_amounts,mixed,solc-0.8.36-legacy-200,True,True,True,207518,5674092,0x871805c0e1a557e2abc0e46c191527eacad600807f692d9fd010492c498c4cc2,0xadd6927b2077cd24a14e9dbd0c7d85c5651dba1488ff19f1f8fd5ec8743936dc,0x079451d17086f57b89196b4081b2c91a7dc95e0e966446394136aeaa68de2078
curve_stableswap_2coin,add_liquidity_extra_amounts,mixed,solc-0.8.36-viair-200,True,True,True,209380,4610810,0x871805c0e1a557e2abc0e46c191527eacad600807f692d9fd010492c498c4cc2,0xadd6927b2077cd24a14e9dbd0c7d85c5651dba1488ff19f1f8fd5ec8743936dc,0x079451d17086f57b89196b4081b2c91a7dc95e0e966446394136aeaa68de2078
curve_stableswap_2coin,add_liquidity_no_return_tokens,mixed,solar-gas-200,True,True,True,204462,4877766,0x871805c0e1a557e2abc0e46c191527eacad600807f692d9fd010492c498c4cc2,0xadd6927b2077cd24a14e9dbd0c7d85c5651dba1488ff19f1f8fd5ec8743936dc,0x68fe79796cf4b9d3afbd77eecd6d07c23dbbd90440c8ee4ee8d7184caba8f582
curve_stableswap_2coin,add_liquidity_no_return_tokens,mixed,solar-size-1,True,True,True,207788,5045146,0x871805c0e1a557e2abc0e46c191527eacad600807f692d9fd010492c498c4cc2,0xadd6927b2077cd24a14e9dbd0c7d85c5651dba1488ff19f1f8fd5ec8743936dc,0x68fe79796cf4b9d3afbd77eecd6d07c23dbbd90440c8ee4ee8d7184caba8f582
curve_stableswap_2coin,add_liquidity_no_return_tokens,mixed,solc-0.8.36-legacy-200,True,True,True,206687,5674092,0x871805c0e1a557e2abc0e46c191527eacad600807f692d9fd010492c498c4cc2,0xadd6927b2077cd24a14e9dbd0c7d85c5651dba1488ff19f1f8fd5ec8743936dc,0x68fe79796cf4b9d3afbd77eecd6d07c23dbbd90440c8ee4ee8d7184caba8f582
curve_stableswap_2coin,add_liquidity_no_return_tokens,mixed,solc-0.8.36-viair-200,True,True,True,208493,4610810,0x871805c0e1a557e2abc0e46c191527eacad600807f692d9fd010492c498c4cc2,0xadd6927b2077cd24a14e9dbd0c7d85c5651dba1488ff19f1f8fd5ec8743936dc,0x68fe79796cf4b9d3afbd77eecd6d07c23dbbd90440c8ee4ee8d7184caba8f582
curve_stableswap_2coin,calc_withdraw_one_coin,warm,solar-gas-200,True,True,True,20250,4877766,0x8f6ba229b05d6f5d6db61cb90ba0548ec41203fb0df8fb7fa9bc34f4c042de18,0x90d7e3a93790945f0779002d1482231ec18871a609e51e1a843f60be6dcb4cc2,0x0000000000000000000000000000000000000000000000000000000000000000
curve_stableswap_2coin,calc_withdraw_one_coin,warm,solar-size-1,True,True,True,22572,5045146,0x8f6ba229b05d6f5d6db61cb90ba0548ec41203fb0df8fb7fa9bc34f4c042de18,0x90d7e3a93790945f0779002d1482231ec18871a609e51e1a843f60be6dcb4cc2,0x0000000000000000000000000000000000000000000000000000000000000000
curve_stableswap_2coin,calc_withdraw_one_coin,warm,solc-0.8.36-legacy-200,True,True,True,23967,5674092,0x8f6ba229b05d6f5d6db61cb90ba0548ec41203fb0df8fb7fa9bc34f4c042de18,0x90d7e3a93790945f0779002d1482231ec18871a609e51e1a843f60be6dcb4cc2,0x0000000000000000000000000000000000000000000000000000000000000000
curve_stableswap_2coin,calc_withdraw_one_coin,warm,solc-0.8.36-viair-200,True,True,True,24178,4610810,0x8f6ba229b05d6f5d6db61cb90ba0548ec41203fb0df8fb7fa9bc34f4c042de18,0x90d7e3a93790945f0779002d1482231ec18871a609e51e1a843f60be6dcb4cc2,0x0000000000000000000000000000000000000000000000000000000000000000
curve_stableswap_2coin,d_oracle_after_time,warm,solar-gas-200,True,True,True,1946,4877766,0x9685a80f03935119685dfd4a1dad86375aebe0f757058e782cd2c9455694b11c,0x62e6ffbe45f5c732b8706011fcaad84b5ece3c1e41b0ba40a793484c662a5996,0x0000000000000000000000000000000000000000000000000000000000000000
curve_stableswap_2coin,d_oracle_after_time,warm,solar-size-1,True,True,True,2881,5045146,0x9685a80f03935119685dfd4a1dad86375aebe0f757058e782cd2c9455694b11c,0x62e6ffbe45f5c732b8706011fcaad84b5ece3c1e41b0ba40a793484c662a5996,0x0000000000000000000000000000000000000000000000000000000000000000
curve_stableswap_2coin,d_oracle_after_time,warm,solc-0.8.36-legacy-200,True,True,True,1995,5674092,0x9685a80f03935119685dfd4a1dad86375aebe0f757058e782cd2c9455694b11c,0x62e6ffbe45f5c732b8706011fcaad84b5ece3c1e41b0ba40a793484c662a5996,0x0000000000000000000000000000000000000000000000000000000000000000
curve_stableswap_2coin,d_oracle_after_time,warm,solc-0.8.36-viair-200,True,True,True,2551,4610810,0x9685a80f03935119685dfd4a1dad86375aebe0f757058e782cd2c9455694b11c,0x62e6ffbe45f5c732b8706011fcaad84b5ece3c1e41b0ba40a793484c662a5996,0x0000000000000000000000000000000000000000000000000000000000000000
curve_stableswap_2coin,erc4626_rate_exchange,mixed,solar-gas-200,True,True,True,76644,4941210,0x9bcc70e6f440219e9ffefb87c5af29ca2b98790169006a95979f6e13afaa9a32,0x5c49c181f89ecddbbda62a4ef08060d20024de6c71cf5f3267f83008965c045e,0xd6169220539a193c61a6e59cb259334597e6b2d2c7384c1b6cc5150156aff24a
curve_stableswap_2coin,erc4626_rate_exchange,mixed,solar-size-1,True,True,True,79962,5108621,0x9bcc70e6f440219e9ffefb87c5af29ca2b98790169006a95979f6e13afaa9a32,0x5c49c181f89ecddbbda62a4ef08060d20024de6c71cf5f3267f83008965c045e,0xd6169220539a193c61a6e59cb259334597e6b2d2c7384c1b6cc5150156aff24a
curve_stableswap_2coin,erc4626_rate_exchange,mixed,solc-0.8.36-legacy-200,True,True,True,79564,5737096,0x9bcc70e6f440219e9ffefb87c5af29ca2b98790169006a95979f6e13afaa9a32,0x5c49c181f89ecddbbda62a4ef08060d20024de6c71cf5f3267f83008965c045e,0xd6169220539a193c61a6e59cb259334597e6b2d2c7384c1b6cc5150156aff24a
